API,Formation,Operator,FirstProdDate,Latitude,Longitude,TVD_FT,PLL,GORi
4900928511,SUSSEX,CONTINENTAL RESOURCES,1/1/2012,43.207383,-105.633509,10278,4660.037884, 301 
4900928528,TURNER-FRONTIER,IMPACT E&P LLC,1/1/2013,43.164816,-105.7619795,13041,3954.42653," 2,172 "
4900928536,NIOBRARA,IMPACT E&P LLC,10/1/2018,43.199038,-105.7738075,12925,8794.82108," 1,695 "
4900928559,NIOBRARA,CONTINENTAL RESOURCES,6/1/2012,42.83056,-105.182,10710,4822.291171," 5,221 "
4900928563,SUSSEX,CONTINENTAL RESOURCES,2/1/2012,43.264849,-105.670391,10075,4260.816972, 284 
4900928570,NIOBRARA,CONTINENTAL RESOURCES,8/1/2012,42.962567,-105.3235645,11313,3717.064407," 1,485 "
4900928592,NIOBRARA,CONTINENTAL RESOURCES,5/1/2013,42.788678,-105.2219335,11317,4689.080134," 3,383 "
4900928603,NIOBRARA,CONTINENTAL RESOURCES,10/1/2018,43.0877395,-105.6423945,18734,5936.200775, 907 
4900928621,NIOBRARA,CONTINENTAL RESOURCES,12/1/2012,42.8281475,-105.2422475,11116,6079.865984," 6,630 "
4900928679,SUSSEX,CONTINENTAL RESOURCES,6/1/2013,43.1507475,-105.656331,10483,5695.998955, 381 
4900928709,SUSSEX,CONTINENTAL RESOURCES,7/1/2012,43.1942065,-105.6577415,10299,4134.23355, 384 
4900928847,SUSSEX,CONTINENTAL RESOURCES,3/1/2013,43.1783945,-105.655562,10407,5393.975155, 403 
4900928849,NIOBRARA,OCCIDENTAL,5/1/2021,42.8826635,-104.9934135,9930,7315.386576," 1,436 "
4900928878,NIOBRARA,"SAGE BUTTE PRB OPERATING, LLC",6/1/2013,43.459461,-105.9813945,12302,8716.210072," 1,168 "
4900928892,NIOBRARA,CONTINENTAL RESOURCES,10/1/2013,42.83273,-105.3105835,11345,6704.338523," 4,804 "
4900928948,NIOBRARA,CONTINENTAL RESOURCES,5/1/2015,42.8185215,-105.257669,11235,5275.386651," 6,718 "
4900928953,NIOBRARA,CONTINENTAL RESOURCES,6/1/2013,42.8588875,-105.210665,10812,5551.519999," 6,753 "
4900928962,NIOBRARA,CONTINENTAL RESOURCES,6/1/2013,42.832427,-105.1815305,10685,6115.668498," 4,622 "
4900928970,NIOBRARA,CONTINENTAL RESOURCES,5/1/2014,42.824543,-105.2908405,11224,4815.753032," 8,178 "
4900928979,NIOBRARA,CONTINENTAL RESOURCES,7/1/2015,42.845943,-105.114726,10393,4339.517861," 2,822 "
4900928993,NIOBRARA,CONTINENTAL RESOURCES,2/1/2015,42.8594,-105.2440395,11175,5524.187474," 6,288 "
4900928995,NIOBRARA,CONTINENTAL RESOURCES,2/1/2020,42.835904,-105.188613,11379,10428.85922," 7,272 "
4900928998,TURNER-FRONTIER,OCCIDENTAL,4/1/2013,42.846899,-104.9431015,10874,3794.285962," 1,073 "
4900929015,PARKMAN,EOG,6/1/2013,43.4962715,-105.5474205,7665,4168.892538," 3,493 "
4900929022,NIOBRARA,CONTINENTAL RESOURCES,6/1/2014,42.832187,-105.267005,11208,4956.988022," 7,259 "
4900929100,SUSSEX,CONTINENTAL RESOURCES,10/1/2014,43.2438545,-105.653951,10069,10633.61976, 405 
4900929104,NIOBRARA,CONTINENTAL RESOURCES,8/1/2014,42.817331,-105.345062,11310,4447.407444," 5,029 "
4900929130,TURNER-FRONTIER,OCCIDENTAL,12/1/2015,42.910784,-105.040832,11218,3928.384236," 2,255 "
4900929163,NIOBRARA,CONTINENTAL RESOURCES,12/1/2014,42.8422835,-105.169778,10587,4993.162102," 5,817 "
4900929165,NIOBRARA,CONTINENTAL RESOURCES,1/1/2015,42.8273,-105.1668,10720,5223.97021," 6,726 "
4900929166,NIOBRARA,CONTINENTAL RESOURCES,1/1/2015,42.842555,-105.1714215,10634,5443.803588," 7,932 "
4900929178,NIOBRARA,CONTINENTAL RESOURCES,3/1/2014,42.8952515,-105.1633115,10521,6996.678209," 3,620 "
4900929193,TEAPOT,DEVON,12/1/2013,43.080954,-105.065002,6421,4193.260315, 387 
4900929221,NIOBRARA,CONTINENTAL RESOURCES,11/1/2014,42.817621,-105.3509175,11309,4378.448752," 5,450 "
4900929236,PARKMAN,DEVON,7/1/2014,43.252621,-105.453828,8021,3858.799815, 282 
4900929275,NIOBRARA,CONTINENTAL RESOURCES,2/1/2017,42.854345,-105.3212655,11300,9511.423073," 4,247 "
4900929342,NIOBRARA,DEVON,3/1/2015,43.413589,-105.3647065,10138,4053.740489," 2,813 "
4900929367,NIOBRARA,OCCIDENTAL,4/1/2014,42.847495,-104.9537875,9555,4360.580245," 1,098 "
4900929434,TEAPOT,DEVON,4/1/2014,43.153864,-105.172405,6959,5007.389083, 200 
4900929447,PARKMAN,EOG,4/1/2017,43.4210205,-105.4954525,7727,9817.872712, 277 
4900929468,TEAPOT,DEVON,10/1/2014,43.096297,-105.0717545,6413,4031.385711, 330 
4900929471,TURNER-FRONTIER,EOG,4/1/2019,43.4052555,-105.542144,11129,9690.475326," 5,404 "
4900929488,TURNER-FRONTIER,EOG,11/1/2017,43.462851,-105.488076,10560,7504.683743," 6,418 "
4900929502,TURNER-FRONTIER,"SAGE BUTTE PRB OPERATING, LLC",10/1/2015,43.372941,-106.000413,12480,9905.994679," 1,165 "
4900929600,PARKMAN,DEVON,11/1/2014,43.152191,-105.3625795,8135,3748.73833, 256 
4900929630,TEAPOT,DEVON,12/1/2014,43.1330005,-105.071999,6408,5048.942926, 386 
4900929680,PARKMAN,DEVON,8/1/2014,43.4139315,-105.357535,7329,4330.763162, 491 
4900929885,PARKMAN,MATRIX PRODUCTION COMPANY,9/1/2015,43.0947675,-105.276942,7811,4203.964718, 554 
4900929920,PARKMAN,DEVON,2/1/2015,43.1688895,-105.417126,8261,5012.320296, 266 
4900929921,SUSSEX,CONTINENTAL RESOURCES,3/1/2015,43.3999285,-105.824667,10325,8445.531912, 435 
4900929949,TURNER-FRONTIER,"SAGE BUTTE PRB OPERATING, LLC",8/1/2018,43.372469,-105.9266185,12877,11718.22481," 3,205 "
4900929972,NIOBRARA,DEVON,11/1/2015,43.3995235,-105.3234605,10108,3954.466014," 1,170 "
4900929980,TURNER-FRONTIER,DEVON,8/1/2018,43.202405,-105.3939445,10744,10081.56662," 1,181 "
4900929998,NIOBRARA,CONTINENTAL RESOURCES,3/1/2017,42.8313865,-105.2748315,11286,4494.859664," 7,900 "
4900930012,PARKMAN,EOG,2/1/2019,43.4025245,-105.4291965,7694,6749.780879, 596 
4900930014,TURNER-FRONTIER,EOG,12/1/2014,43.428261,-105.4557305,10470,4294.387233," 1,893 "
4900930100,TURNER-FRONTIER,WRC ENERGY,4/1/2017,43.0697255,-105.8017845,13407,7286," 2,069 "
4900930170,NIOBRARA,"SAGE BUTTE PRB OPERATING, LLC",7/1/2021,43.2582015,-105.873259,12554,9813.939508," 1,674 "
4900930307,SUSSEX,CONTINENTAL RESOURCES,7/1/2018,42.92389,-105.301169,9821,8693.758813," 1,459 "
4900930316,SUSSEX,"SAGE BUTTE PRB OPERATING, LLC",8/1/2017,43.4595465,-105.9812585,10475,9019.110549, 482 
4901929753,SHANNON,EOG,4/1/2013,44.2344155,-106.2343615,8560,4004.045927," 1,605 "
4901929847,NIOBRARA,WRC ENERGY,2/1/2014,43.582645,-106.092527,12500,4023.655247, 897 
4901929932,SHANNON,PRIMA EXPLORATION,6/1/2014,43.829208,-106.053771,9494,4408.407412, 376 
4901929953,TURNER-FRONTIER,DEVON,7/1/2014,43.598936,-106.039812,12272,4496.707962, 820 
4900930889,TURNER-FRONTIER,DEVON,12/1/2017,43.3918695,-105.3839425,10446,8994.635394," 1,881 "
4901929956,TURNER-FRONTIER,DEVON,6/1/2014,43.6124655,-106.0399165,16437,4026.264063, 833 
4901929984,SHANNON,ATX ENERGY PARTNERS,7/1/2014,43.910518,-106.2110345,9714,3950.968758, 418 
4901929991,SHANNON,CONTINENTAL RESOURCES,8/1/2014,43.707797,-106.0320445,9927,10116.60414, 209 
4900930896,PARKMAN,EOG,2/1/2019,43.4500955,-105.476809,7480,8909.136918, 607 
4900931027,NIOBRARA,ANSCHUTZ CORP,9/1/2023,43.0868055,-105.409488,11364,10336.38325, 976 
4900931145,SHANNON,CONTINENTAL RESOURCES,3/1/2020,43.4022665,-105.811716,10964,9618.575573, 639 
4901929658,NIOBRARA,WRC ENERGY,12/1/2011,43.6257515,-106.1037745,11993,2251.579304, 620 
4901929754,SUSSEX,PRIMA EXPLORATION,11/1/2013,44.032247,-106.2574235,9501,3587.900858," 3,403 "
4901929897,SHANNON,PRIMA EXPLORATION,11/1/2012,43.843693,-106.0766605,9651,5180.534877, 295 
4901929930,SHANNON,PRIMA EXPLORATION,5/1/2014,43.842571,-106.064048,9501,5293.169737, 304 
4901929985,NIOBRARA,MEADOW DEEP LLC,8/1/2014,43.569073,-106.183127,6273,1879.189494," 30,000 "
4901929986,NIOBRARA,"SAGE BUTTE PRB OPERATING, LLC",4/1/2014,43.567988,-106.053109,12574,6866.222754," 1,086 "
4901930004,SUSSEX,CONTINENTAL RESOURCES,8/1/2014,43.7006755,-106.0268965,9899,5327.47198, 200 
4901930067,NIOBRARA,ATX ENERGY PARTNERS,5/1/2015,43.9758745,-106.450014,12250,9453.039667," 1,120 "
4901930110,TURNER-FRONTIER,"SAGE BUTTE PRB OPERATING, LLC",9/1/2015,43.517957,-106.043502,12691,9940.247058," 1,136 "
4901930159,SHANNON,PEAK POWDER RIVER RESOURCES LLC,11/1/2015,43.684741,-106.0316595,10052,4117.160911, 319 
4902726808,NIOBRARA,1876 RESOURCES LLC,12/1/2012,42.9355795,-104.870548,9364,5492.717428, 925 
4902726931,NIOBRARA,1876 RESOURCES LLC,10/1/2023,42.8851145,-104.88002,9189,10172.81787, 740 
4902726943,MOWRY,PEDEVCO CORP,9/1/2017,43.4140225,-104.8096065,8281,6957.68575, 389 
4901929702,SHANNON,PRIMA EXPLORATION,3/1/2012,43.857109,-106.08358,9556,4213.640825, 372 
4901929711,SHANNON,EOG,4/1/2012,44.204137,-106.213631,8967,4193.562432, 266 
4901929885,SHANNON,EOG,5/1/2013,44.218937,-106.224846,8836,4385.552031, 731 
4901929937,SHANNON,PRIMA EXPLORATION,12/1/2014,43.874056,-106.092243,9482,4846.789687, 421 
4901929938,SHANNON,PRIMA EXPLORATION,1/1/2014,43.8734955,-106.1000745,9483,4851.421747, 293 
4901929944,NIOBRARA,WRC ENERGY,10/1/2013,43.697761,-106.1241355,12078,3597.758055, 758 
4900556155,SUSSEX,SHERIDAN PRODUCTION,10/1/2005,43.89629,-105.710294,8372,3073.657135, 590 
4901930015,TURNER-FRONTIER,"SAGE BUTTE PRB OPERATING, LLC",10/1/2014,43.5174345,-106.0208575,12436,9825.084221," 1,054 "
4901930053,SHANNON,PEAK POWDER RIVER RESOURCES LLC,1/1/2015,43.6706015,-106.0217275,10124,3812.069722, 378 
4901930131,SHANNON,ATX ENERGY PARTNERS,9/1/2015,43.9214075,-106.2211,9741,8918.282248, 382 
4902726900,NIOBRARA,1876 RESOURCES LLC,7/1/2014,42.887679,-104.8706795,9076,5490.766793, 788 
4900559517,TURNER-FRONTIER,PEDEVCO CORP,7/1/2009,43.863607,-105.1575975,8424,5183.458051," 1,264 "
4900560888,TURNER-FRONTIER,EOG,1/1/2012,43.5688075,-105.4279195,10027,4479.755507," 15,225 "
4900560963,TEAPOT,DEVON,1/1/2011,43.790657,-105.634856,7315,4315.281783, 200 
4900561050,TURNER-FRONTIER,EOG,11/1/2011,43.5703445,-105.448135,10281,3935.964579," 18,822 "
4900561195,TEAPOT,DEVON,9/1/2011,43.7605275,-105.573828,7312,4286.796602, 200 
4900561228,NIOBRARA,EOG,7/1/2012,43.526291,-105.519051,10570,3703.852364," 7,737 "
4900561269,TURNER-FRONTIER,EMEP II OPERATING LLC,7/1/2012,43.7163785,-105.438667,9460,3996.207504," 1,938 "
4900561309,TURNER-FRONTIER,EOG,6/1/2012,43.541254,-105.508663,10310,3607.662975," 8,206 "
4900561314,NIOBRARA,EOG,6/1/2013,43.5399405,-105.5515915,10686,3604.310715," 6,938 "
4900561330,MOWRY,EOG,8/1/2014,43.4930085,-105.4992525,11588,8408.063585," 10,404 "
4900561345,PARKMAN,EOG,11/1/2012,43.49834,-105.4879725,7503,3771.265959, 280 
4902726902,NIOBRARA,1876 RESOURCES LLC,10/1/2017,42.9138795,-104.870607,9691,9156.195001, 778 
4900561486,TURNER-FRONTIER,BALLARD PETROLEUM,3/1/2013,43.670514,-105.627327,10775,4020.234114, 507 
4900561548,TURNER-FRONTIER,EOG,3/1/2014,43.729446,-105.700187,10754,4332.528564, 458 
4900561563,PARKMAN,CITATION OIL & GAS,7/1/2012,43.9115745,-105.779162,7712,2653.882072, 200 
4900561573,SHANNON,PEAK POWDER RIVER RESOURCES LLC,4/1/2013,43.729064,-105.8523345,9971,4449.408485, 231 
4900561576,SHANNON,PEAK POWDER RIVER RESOURCES LLC,5/1/2013,43.758751,-105.857012,9893,4479.655256, 257 
4900561587,TURNER-FRONTIER,DEVON,1/1/2013,43.760652,-105.4763215,9551,4111.950578, 896 
4900561590,TURNER-FRONTIER,EOG,7/1/2013,43.72942,-105.7300975,10920,4344.68606, 439 
4900561594,SHANNON,PEAK POWDER RIVER RESOURCES LLC,1/1/2013,43.640625,-105.7595455,11990,4419.46002, 431 
4900561611,TURNER-FRONTIER,CENERGY RESOURCES LLC,3/1/2013,43.5510525,-105.4144665,9918,3934.428343," 10,389 "
4900561613,TURNER-FRONTIER,EOG,3/1/2014,43.714956,-105.680548,10610,4174.389599, 547 
4900561697,TURNER-FRONTIER,BALLARD PETROLEUM,7/1/2013,43.6436045,-105.635355,10956,3736.347126, 825 
4900561702,TURNER-FRONTIER,EOG,6/1/2016,43.5475805,-105.5566735,10807,9561.860022," 4,518 "
4900561704,TURNER-FRONTIER,EOG,9/1/2020,43.575473,-105.5345745,10498,10118.54307," 7,279 "
4900561747,TURNER-FRONTIER,DEVON,10/1/2013,43.554405,-105.9832635,16912,4438.626994," 1,023 "
4900561748,TURNER-FRONTIER,DEVON,10/1/2013,43.5676885,-105.9831415,17751,4236.70546," 1,089 "
4900561753,TURNER-FRONTIER,TRUE COMPANIES,11/1/2014,43.685033,-105.610542,10545,4325.403539, 756 
4900561758,TURNER-FRONTIER,DEVON,3/1/2013,43.7457385,-105.4500855,9574,4182.878357," 1,031 "
4900561767,TURNER-FRONTIER,TRUE COMPANIES,1/1/2015,43.6848245,-105.6003015,10460,4337.030408, 759 
4900561850,PARKMAN,CITATION OIL & GAS,8/1/2013,43.925691,-105.778249,7657,3147.434382, 200 
4900561885,NIOBRARA,DEVON,9/1/2013,43.7017145,-105.50577,13342,4191.121579," 1,225 "
4900561887,TURNER-FRONTIER,EOG,9/1/2013,43.6704965,-105.5685025,10263,4497.397907," 1,122 "
4900561917,PARKMAN,DEVON,9/1/2013,44.251269,-105.8264045,11013,3907.598031, 200 
4900561925,NIOBRARA,EOG,6/1/2014,43.7294055,-105.609517,10550,4512.738628, 671 
4900561926,TURNER-FRONTIER,DEVON,1/1/2014,43.5597615,-106.0031055,12363,8857.09633," 1,022 "
4900562068,MOWRY,PEAK POWDER RIVER RESOURCES LLC,9/1/2021,43.61904,-105.7314755,12308,8545.679681," 3,273 "
4900562070,TURNER-FRONTIER,PEAK POWDER RIVER RESOURCES LLC,10/1/2015,43.612171,-105.743499,11431,4027.389635," 1,785 "
4900562094,TURNER-FRONTIER,EOG,8/1/2014,43.6843925,-105.6511325,10811,4741.791455, 783 
4900562116,PARKMAN,EOG,11/1/2019,43.49049,-105.531301,7730,9769.682047," 1,803 "
4900562123,TURNER-FRONTIER,EOG,2/1/2014,43.715148,-105.6903835,10707,4648.622304, 554 
4900562129,NIOBRARA,PEAK POWDER RIVER RESOURCES LLC,9/1/2019,43.606492,-105.436032,9899,9487.331007," 17,943 "
4900562145,PARKMAN,DEVON,5/1/2015,43.679472,-105.5167025,17196,9245.717329, 442 
4900562150,TURNER-FRONTIER,DEVON,8/1/2014,43.700753,-105.52754,14405,3956.679864," 1,032 "
4900562220,PARKMAN,DEVON,11/1/2015,43.984982,-105.521822,10567,9361.889196, 200 
4900562271,NIOBRARA,EOG,4/1/2014,43.7437025,-105.6506805,10343,4263.267877, 601 
4900562365,MOWRY,ANSCHUTZ CORP,11/1/2014,44.4568925,-105.786382,9265,3548.584505," 2,409 "
4900562371,SHANNON,EXXON,8/1/2014,43.8095955,-105.9019495,9690,4581.321502, 244 
4900562450,PARKMAN,DEVON,11/1/2014,43.7158495,-105.5152015,7234,3933.891717, 524 
4900562494,TURNER-FRONTIER,EMEP II OPERATING LLC,10/1/2014,43.8391585,-105.3892465,8883,9314.047547, 593 
4900562501,TURNER-FRONTIER,PEAK POWDER RIVER RESOURCES LLC,6/1/2015,43.641742,-105.824131,11814,3580.957631," 1,525 "
4900562568,NIOBRARA,TITAN EXPLORATION,9/1/2015,43.538931,-106.0015765,12392,4002.86158, 879 
4900562606,SHANNON,TRUE COMPANIES,2/1/2017,43.6574425,-106.0158885,10175,4291.024331, 298 
4900562647,PARKMAN,DEVON,4/1/2015,43.679528,-105.5070855,7348,8937.463262, 327 
4900562676,PARKMAN,EOG,3/1/2015,43.6282375,-105.530662,7435,3966.734053," 1,053 "
4900562741,TURNER-FRONTIER,PEAK POWDER RIVER RESOURCES LLC,11/1/2018,43.6776365,-105.728591,11377,8917.524554, 404 
4900562798,PARKMAN,DEVON,6/1/2015,43.7236615,-105.465602,7031,9714.730795, 272 
4900562844,PARKMAN,DEVON,9/1/2015,43.721755,-105.4898715,7060,10029.95862, 372 
4900562894,TURNER-FRONTIER,EMEP II OPERATING LLC,11/1/2018,43.7824585,-105.359051,8846,9478.296174, 718 
4900562910,TURNER-FRONTIER,EMEP II OPERATING LLC,5/1/2019,43.7232005,-105.4311305,9370,9595.691844," 1,001 "
4900562947,PARKMAN,DEVON,2/1/2017,43.6649305,-105.5411905,7466,9400.34581, 520 
4900562952,NIOBRARA,PEAK POWDER RIVER RESOURCES LLC,6/1/2018,43.657774,-105.807703,11846,4021.718331," 1,404 "
4900928256,SUSSEX,CONTINENTAL RESOURCES,10/1/2010,43.164283,-105.6072945,10138,4212.662984, 200 
4900928270,PARKMAN,CONTINENTAL RESOURCES,11/1/2010,43.2364025,-105.600719,9931,4801.101325, 200 
4900928283,NIOBRARA,1876 RESOURCES LLC,5/1/2011,42.9417845,-105.6147905,12659,6112.192457, 475 
4900928297,NIOBRARA,MATRIX PRODUCTION COMPANY,12/1/2012,43.0950495,-105.3330915,10820,3530.296906, 357 
4900928312,NIOBRARA,CONTINENTAL RESOURCES,7/1/2011,42.802656,-105.3582405,11256,3545.538964," 3,386 "
4900928316,SUSSEX,CONTINENTAL RESOURCES,7/1/2011,43.136769,-105.567666,10193,4043.236415, 263 
4900928354,NIOBRARA,1876 RESOURCES LLC,11/1/2011,42.915443,-105.5870755,12344,6485.432656, 458 
4900928421,TURNER-FRONTIER,IMPACT E&P LLC,11/1/2012,43.1416915,-105.7913795,13025,8483.024935," 1,257 "
4900928505,PARKMAN,DEVON,1/1/2013,43.3302285,-105.4471605,7902,5880.693396, 393 
4900928530,SUSSEX,CONTINENTAL RESOURCES,1/1/2012,43.1643565,-105.610172,10156,4317.698869, 470 
4900928555,NIOBRARA,CONTINENTAL RESOURCES,7/1/2012,42.991323,-105.323859,12923,3869.446417," 1,116 "
4900928571,NIOBRARA,DEVON,11/1/2012,43.144844,-105.1294295,11498,4420.992896, 657 
4900928574,PARKMAN,EOG,11/1/2012,43.399497,-105.4889895,7825,3801.525679, 551 
4900928583,SUSSEX,CONTINENTAL RESOURCES,4/1/2012,43.3232805,-105.774752,10434,3981.829239, 200 
4900928614,TEAPOT,DEVON,10/1/2013,43.1488605,-105.20623,7053,4346.457532, 307 
4900928623,NIOBRARA,CONTINENTAL RESOURCES,10/1/2015,42.897551,-104.9310885,9534,9690.156396," 1,098 "
4900928625,SUSSEX,WRC ENERGY,9/1/2012,43.294211,-105.6849095,10083,4164.771658, 345 
4900928628,NIOBRARA,DEVON,6/1/2012,43.1706585,-105.512729,13239,6403.355532, 887 
4900928639,TURNER-FRONTIER,EOG,12/1/2014,43.441303,-105.458338,10693,4502.733429," 2,252 "
4900928715,SUSSEX,CONTINENTAL RESOURCES,7/1/2012,43.1941345,-105.6602865,10305,4411.789725, 407 
4900928799,SUSSEX,OCCIDENTAL,12/1/2012,43.0203345,-105.402639,10028,4322.994675, 545 
4900928810,TURNER-FRONTIER,OCCIDENTAL,9/1/2013,42.9229045,-105.043,10574,2555.74756," 2,060 "
4900928853,TURNER-FRONTIER,"SAGE BUTTE PRB OPERATING, LLC",9/1/2014,43.431095,-105.932908,22343,9297.900782," 2,403 "
4900928857,SUSSEX,CONTINENTAL RESOURCES,1/1/2014,42.903612,-105.3087175,9947,4674.537945," 1,572 "
4900928927,NIOBRARA,CONTINENTAL RESOURCES,11/1/2014,42.81379,-105.2215895,11080,6725.794253," 6,727 "
4900928950,NIOBRARA,CONTINENTAL RESOURCES,3/1/2014,42.847078,-105.132393,12053,4019.623079," 4,174 "
4900928966,NIOBRARA,CONTINENTAL RESOURCES,10/1/2013,42.7892095,-105.3181225,11776,3799.913074," 6,478 "
4900929070,NIOBRARA,CONTINENTAL RESOURCES,2/1/2015,42.816347,-105.327179,11282,3480.309731," 6,383 "
4900929095,TURNER-FRONTIER,"SAGE BUTTE PRB OPERATING, LLC",10/1/2014,43.458511,-105.933493,22418,9483.351534," 1,743 "
4900929101,MUDDY,CONTINENTAL RESOURCES,10/1/2013,43.2668855,-105.666112,13217,3923.933476," 3,185 "
4900929103,PARKMAN,EOG,12/1/2014,43.477116,-105.5183455,15793,7758.901411, 733 
4900929110,TEAPOT,DEVON,7/1/2013,43.0953,-105.150286,6952,3577.503779, 395 
4900929145,NIOBRARA,CONTINENTAL RESOURCES,9/1/2013,42.876944,-105.0541135,10193,4453.59065," 1,986 "
4900929147,TEAPOT,CONTINENTAL RESOURCES,12/1/2013,42.902605,-105.395103,8591,4255.886782, 805 
4900929243,TEAPOT,ROCKIES RESOURCES HOLDINGS LLC,12/1/2024,42.986324,-104.9123855,6401,10285.34755, 378 
4900929269,SUSSEX,CONTINENTAL RESOURCES,1/1/2014,42.809879,-105.2810135,9997,4909.320329," 2,799 "
4900929307,SHANNON,CONTINENTAL RESOURCES,10/1/2014,42.811624,-105.190129,10907,5746.668999," 5,906 "
4900929319,TURNER-FRONTIER,"SAGE BUTTE PRB OPERATING, LLC",7/1/2014,43.3450855,-105.873388,13051,9873.76112," 5,238 "
4900929346,TEAPOT,DEVON,3/1/2014,43.154488,-105.182027,6981,5283.856659, 293 
4900929445,NIOBRARA,OCCIDENTAL,7/1/2014,42.9080105,-105.049014,10140,3679.123618," 1,450 "
4900929446,TURNER-FRONTIER,OCCIDENTAL,7/1/2014,42.9075065,-105.0511225,10447,3380.200399," 3,125 "
4900929461,TURNER-FRONTIER,EOG,4/1/2017,43.421232,-105.4950855,10752,9555.58921," 4,834 "
4900929472,TURNER-FRONTIER,EOG,4/1/2019,43.405717,-105.5319985,11072,9737.171264," 4,490 "
4900929497,TEAPOT,DEVON,5/1/2014,43.0958215,-105.1419435,6879,3711.890029, 303 
4900929521,SUSSEX,CONTINENTAL RESOURCES,3/1/2015,42.8107985,-105.299116,10008,8846.733732," 3,216 "
4900929559,NIOBRARA,CONTINENTAL RESOURCES,6/1/2015,42.8098925,-105.261085,11331,8263.525984," 6,784 "
4900929573,TURNER-FRONTIER,IMPACT E&P LLC,2/1/2019,43.1416955,-105.8022055,12962,8994.572465," 1,539 "
4900929646,TEAPOT,DEVON,7/1/2015,43.1110915,-105.0496195,6230,3772.872152, 641 
4900929651,TEAPOT,DEVON,2/1/2017,43.081595,-105.0327425,6891,4121.038801, 372 
4900929773,SHANNON,CONTINENTAL RESOURCES,12/1/2021,43.4597505,-105.8532825,10606,9501.261023, 466 
4900929880,SHANNON,"SAGE BUTTE PRB OPERATING, LLC",2/1/2018,43.3734685,-105.834454,11050,9891.914849, 479 
4900929892,SHANNON,"SAGE BUTTE PRB OPERATING, LLC",2/1/2019,43.461126,-105.891122,10846,8355.068564, 524 
4900929944,TURNER-FRONTIER,"SAGE BUTTE PRB OPERATING, LLC",12/1/2015,43.3232515,-105.9372325,12744,9546.284974," 1,383 "
4900929979,PARKMAN,DEVON,11/1/2017,43.2022065,-105.396417,8212,10002.92999, 556 
4900930013,PARKMAN,EOG,2/1/2019,43.4025485,-105.4256195,7660,6947.63704, 200 
4900930042,TURNER-FRONTIER,CONTINENTAL RESOURCES,7/1/2019,42.882552,-105.2833315,11492,10013.47429," 4,580 "
4900930059,TURNER-FRONTIER,DEVON,1/1/2015,43.196792,-104.9449365,8744,4028.729671," 1,082 "
4900930073,TURNER-FRONTIER,EOG,10/1/2015,43.399212,-105.417414,10728,4146.724936," 2,969 "
4900930130,PARKMAN,DEVON,1/1/2020,43.304271,-105.4504115,8121,9282.13387, 295 
4900930304,NIOBRARA,CONTINENTAL RESOURCES,12/1/2019,42.9217295,-105.30313,11506,9854.587921," 1,700 "
4900930325,PARKMAN,DEVON,2/1/2018,43.1735945,-105.3947135,8141,11254.83241, 404 
4900930431,TEAPOT,DEVON,7/1/2015,43.081005,-105.061987,6420,4767.294022, 658 
4900930638,TURNER-FRONTIER,CONTINENTAL RESOURCES,7/1/2019,42.9010145,-105.3191355,11868,7463.766627," 2,872 "
4900930664,TURNER-FRONTIER,OCCIDENTAL,10/1/2015,42.965506,-105.0910965,10270,4045.571899," 1,375 "
4900930870,TURNER-FRONTIER,EOG,9/1/2017,43.4207645,-105.407978,10419,9449.068862," 2,329 "
4900930871,NIOBRARA,EOG,9/1/2017,43.420744,-105.404649,10381,9045.270622," 2,564 "
4900930877,TURNER-FRONTIER,EOG,11/1/2017,43.4625565,-105.5269305,10702,7356.831641," 8,643 "
4902726901,NIOBRARA,1876 RESOURCES LLC,10/1/2023,42.8850245,-104.882494,9295,10173.64753, 763 
4900930942,TURNER-FRONTIER,EOG,8/1/2017,43.4495095,-105.43355,10381,9613.779163," 2,765 "
4904529439,NIOBRARA,M & K OPERATING LLC,3/1/2016,43.559304,-104.492811,4790,4599.252481, 414 
4901929600,SHANNON,MATRIX PRODUCTION COMPANY,10/1/2011,43.819591,-106.13965,9885,3292.81268, 275 
4901929795,SUSSEX,EOG,1/1/2013,44.0525475,-106.3143885,9527,4547.70209, 505 
4901929849,TURNER-FRONTIER,DEVON,1/1/2013,43.6117675,-106.020951,12371,3575.967375, 741 
4901929924,NIOBRARA,WRC ENERGY,5/1/2014,43.595565,-106.0721305,12325,4197.695888," 1,011 "
4901929933,SHANNON,PRIMA EXPLORATION,6/1/2014,43.846066,-106.061469,9463,7186.679713, 277 
4901929993,MOWRY,ATX ENERGY PARTNERS,9/1/2014,43.955645,-106.4359155,13330,3906.366613, 313 
4904529434,MUDDY,BARN OWLS LLC,11/1/2015,43.8477295,-104.7570695,6717,6817.870033, 200 
4904529438,MUDDY,BARN OWLS LLC,3/1/2016,43.796179,-104.7893115,7000,6948.325726, 304 
4902726873,MOWRY,PEDEVCO CORP,11/1/2014,43.374866,-104.69581,7732,4439.230381, 200 
4902726905,NIOBRARA,M & K OPERATING LLC,7/1/2014,43.4292215,-104.461404,4989,3794.494707, 430 
4904529321,NIOBRARA,M & K OPERATING LLC,1/1/2014,43.5888655,-104.513317,4845,3354.114682, 421 
4900560860,MOWRY,WELLSTAR CORPORATION,11/1/2011,43.705166,-105.175205,9250,1642.098835," 12,072 "
4900560879,PARKMAN,BALLARD PETROLEUM,9/1/2010,44.097375,-105.702004,6701,3984.989101, 211 
