API,Formation,Operator,FirstProdDate,Latitude,Longitude,TVD_FT,PLL,GORi
4900562100,TURNER-FRONTIER,PEAK POWDER RIVER RESOURCES LLC,8/1/2015,43.6410655,-105.707301,11230,4075.284851," 1,197 "
4900556507,MUDDY,EMEP II OPERATING LLC,8/1/2007,43.880013,-105.269463,9000,2351.65946," 16,406 "
4900561932,SHANNON,PEAK POWDER RIVER RESOURCES LLC,1/1/2015,43.597568,-105.789736,10067,3813.050881, 348 
4900562044,NIOBRARA,EMEP II OPERATING LLC,9/1/2014,43.8024455,-105.3182375,8605,4938.890001," 1,028 "
4900561499,SHANNON,TRUE COMPANIES,7/1/2015,43.6931905,-105.943392,9993,9465.062181, 342 
4900561947,PARKMAN,PEAK POWDER RIVER RESOURCES LLC,2/1/2015,43.5989585,-105.506359,7470,3826.729937, 459 
4900561950,MOWRY,PEAK POWDER RIVER RESOURCES LLC,1/1/2015,43.598957,-105.506968,11309,3689.819827," 8,788 "
4900928163,TEAPOT,1876 RESOURCES LLC,12/1/2008,43.0078105,-104.935338,6400,1953.996354, 371 
4900928167,TURNER-FRONTIER,CONTINENTAL RESOURCES,11/1/2007,42.7858725,-105.36242,11585,3074.368764," 13,625 "
4900928356,PARKMAN,EOG,12/1/2012,43.4174835,-105.548514,8079,4128," 2,547 "
4900928137,TURNER-FRONTIER,CONTINENTAL RESOURCES,1/1/2007,42.7930125,-105.3326145,11640,632," 25,202 "
4900929199,NIOBRARA,DEVON,8/1/2014,43.413956,-105.35745,11743,4197.975207," 2,001 "
4900928148,TURNER-FRONTIER,CONTINENTAL RESOURCES,8/1/2007,42.799884,-105.3426695,14615,786," 24,914 "
4900928881,TEAPOT,DEVON,1/1/2015,43.0536125,-105.034023,6480,3584.852645, 219 
4901929982,SHANNON,PEAK POWDER RIVER RESOURCES LLC,4/1/2015,43.7679995,-106.075384,10109,3730.216548, 227 
4904529119,MUDDY,POC-I,1/1/2007,43.8364255,-104.2827435,4215,2736.81713," 5,059 "
4900561717,SHANNON,PEAK POWDER RIVER RESOURCES LLC,12/1/2014,43.663327,-105.925098,10073,9323.443096, 376 
4900562038,TURNER-FRONTIER,EOG,7/1/2015,43.685758,-105.558026,10224,4472.035898," 1,053 "
4900928165,TURNER-FRONTIER,OCCIDENTAL,10/1/2008,43.1478055,-105.88159,12100,3136.203887," 1,046 "
4900929667,TURNER-FRONTIER,EOG,11/1/2017,43.463035,-105.496176,10571,7475.071148," 7,261 "
4900929368,TURNER-FRONTIER,"SAGE BUTTE PRB OPERATING, LLC",12/1/2015,43.4023525,-105.8930885,12828,9447.369275," 4,229 "
4900931443,TURNER-FRONTIER,ANSCHUTZ CORP,8/1/2022,43.057935,-105.43078,11912,10269.42419," 1,749 "
4900931444,NIOBRARA,ANSCHUTZ CORP,8/1/2022,43.05794,-105.4297,11565,10377.60142, 938 
4900931459,SUSSEX,CONTINENTAL RESOURCES,10/1/2017,42.8544965,-105.301674,9924,9284.310073," 3,291 "
4900931460,SUSSEX,CONTINENTAL RESOURCES,10/1/2017,42.8319495,-105.293924,9946,6475.582552," 4,278 "
4900931461,SUSSEX,CONTINENTAL RESOURCES,10/1/2017,42.8543575,-105.299103,9869,8944.130828," 4,672 "
4900931462,SUSSEX,CONTINENTAL RESOURCES,10/1/2017,42.830193,-105.2905565,9960,8346.266173," 3,977 "
4900931463,SUSSEX,CONTINENTAL RESOURCES,6/1/2017,42.8314935,-105.296527,9977,6828.904406," 4,860 "
4900931380,NIOBRARA,ANSCHUTZ CORP,2/1/2024,42.9985865,-105.4098135,11659,10254.38565," 1,062 "
4900931382,TURNER-FRONTIER,ANSCHUTZ CORP,12/1/2020,42.9981595,-105.4113835,12038,9669.529938," 1,297 "
4900931384,TURNER-FRONTIER,ANSCHUTZ CORP,2/1/2020,42.998016,-105.4307985,12118,9616.745141," 1,268 "
4900931413,NIOBRARA,ANSCHUTZ CORP,5/1/2018,42.997332,-105.3596965,11431,9866.956582, 905 
4900931452,NIOBRARA,ANSCHUTZ CORP,6/1/2022,43.0583755,-105.4101655,11383,10522.91676, 935 
4900931506,TURNER-FRONTIER,WRC ENERGY,11/1/2019,43.0716695,-105.877059,11802,7988.53325," 1,128 "
4900931604,TURNER-FRONTIER,ANSCHUTZ CORP,11/1/2022,43.116231,-105.3718065,11417,9999.14348, 737 
4900931605,NIOBRARA,ANSCHUTZ CORP,11/1/2022,43.1168805,-105.3691035,11058,10411.41231, 723 
4900931606,PARKMAN,ANSCHUTZ CORP,11/1/2022,43.087562,-105.37028,11412,10455.32214, 206 
4900931607,NIOBRARA,ANSCHUTZ CORP,10/1/2019,43.0878635,-105.3693445,11082,9969.297858, 953 
4900931610,TURNER-FRONTIER,ANSCHUTZ CORP,6/1/2021,43.0865675,-105.361461,11375,10655.71773, 470 
4900930103,TURNER-FRONTIER,"SAGE BUTTE PRB OPERATING, LLC",10/1/2016,43.3101655,-105.9935435,11969,7109.866984," 1,083 "
4900929836,TURNER-FRONTIER,"SAGE BUTTE PRB OPERATING, LLC",11/1/2016,43.229683,-105.8620955,13108,9938.493552," 1,964 "
4900563112,TURNER-FRONTIER,EOG,3/1/2018,43.5696165,-105.5676235,10696,4088.628722," 2,992 "
4900931565,TURNER-FRONTIER,OCCIDENTAL,5/1/2021,42.8825075,-104.99223,10141,7253.064851," 2,613 "
4900931583,TURNER-FRONTIER,OCCIDENTAL,11/1/2021,42.9885755,-105.0825775,10130,10376.58744," 1,375 "
4900931584,NIOBRARA,OCCIDENTAL,11/1/2021,42.988614,-105.084796,10079,10378.10282," 1,013 "
4900931587,NIOBRARA,OCCIDENTAL,11/1/2021,42.9885855,-105.087132,10079,10426.73253," 1,119 "
4900931588,NIOBRARA,OCCIDENTAL,11/1/2021,42.988653,-105.082076,10094,10209.13959, 991 
4900931597,NIOBRARA,OCCIDENTAL,11/1/2021,42.98851,-105.090082,9917,9945.996575," 1,014 "
4900931636,NIOBRARA,OCCIDENTAL,8/1/2019,42.971015,-105.193655,10676,10318.7096," 1,277 "
4900931637,TURNER-FRONTIER,OCCIDENTAL,7/1/2019,42.9708355,-105.1929955,10971,10229.42112," 2,471 "
4900931638,TURNER-FRONTIER,OCCIDENTAL,8/1/2019,42.9711065,-105.1837885,10887,10299.94364," 2,455 "
4900931639,NIOBRARA,OCCIDENTAL,7/1/2019,42.9711085,-105.180197,10862,10276.93545," 2,336 "
4900561946,PARKMAN,PEAK POWDER RIVER RESOURCES LLC,9/1/2019,43.599158,-105.515718,11280,3879.757825, 415 
4900563201,TURNER-FRONTIER,EOG,12/1/2017,43.6133945,-105.776079,11781,6539.325046," 2,891 "
4900931680,TURNER-FRONTIER,"SAGE BUTTE PRB OPERATING, LLC",1/1/2018,43.3737135,-105.9663515,12677,9983.018707," 1,753 "
4900931751,TURNER-FRONTIER,CONTINENTAL RESOURCES,9/1/2017,42.991526,-105.350702,11744,4753.988757," 1,351 "
4900931383,TURNER-FRONTIER,ANSCHUTZ CORP,2/1/2020,43.027447,-105.412097,12037,10138.8846, 964 
4900931756,TURNER-FRONTIER,OCCIDENTAL,7/1/2021,42.9264185,-105.0863615,10287,7851.940016," 4,230 "
4900931761,NIOBRARA,OCCIDENTAL,8/1/2021,42.926347,-105.090377,10058,7864.095361," 1,668 "
4900931762,TURNER-FRONTIER,OCCIDENTAL,8/1/2021,42.9263685,-105.0916965,10365,7894.757819," 4,665 "
4900931776,NIOBRARA,OCCIDENTAL,8/1/2021,42.926353,-105.0851465,10239,7894.826352," 1,557 "
4900563114,TURNER-FRONTIER,WRC ENERGY,2/1/2020,43.5462115,-105.770446,12904,9571.432666," 3,397 "
4900563020,NIOBRARA,PEAK POWDER RIVER RESOURCES LLC,2/1/2018,43.5974015,-105.8090875,11971,4113.803044," 2,612 "
4900563235,TURNER-FRONTIER,EOG,12/1/2017,43.603836,-105.7803135,11647,9846.740707," 3,288 "
4900563236,TURNER-FRONTIER,EOG,12/1/2017,43.604165,-105.7678185,11582,9351.981764," 3,178 "
4900563259,TURNER-FRONTIER,PEAK POWDER RIVER RESOURCES LLC,9/1/2019,43.585138,-105.5106585,10400,4213.828548," 3,313 "
4900563494,TURNER-FRONTIER,EOG,7/1/2016,43.583312,-105.6018415,10889,4266.844748," 2,404 "
4900931218,SHANNON,WRC ENERGY,6/1/2024,43.430408,-105.812669,10718,10206.56241, 686 
4900931414,TURNER-FRONTIER,ANSCHUTZ CORP,11/1/2018,42.9682375,-105.359915,11783,9021.055982," 1,956 "
4900563257,PARKMAN,PEAK POWDER RIVER RESOURCES LLC,5/1/2019,43.5851675,-105.510892,11352,3901.064652, 240 
4900563258,PARKMAN,PEAK POWDER RIVER RESOURCES LLC,6/1/2019,43.585079,-105.5081475,7519,4222.211947, 328 
4900563260,PARKMAN,PEAK POWDER RIVER RESOURCES LLC,5/1/2019,43.5858155,-105.5160585,11375,4263.274672, 200 
4900563261,PARKMAN,PEAK POWDER RIVER RESOURCES LLC,5/1/2019,43.5858075,-105.518003,7540,4759.74748, 420 
4900561443,TURNER-FRONTIER,EOG,9/1/2020,43.5474705,-105.5344095,10545,9921.738226," 12,047 "
4900561597,SHANNON,PEAK POWDER RIVER RESOURCES LLC,12/1/2017,43.6334445,-105.773777,10058,9562.247395, 405 
4900561805,NIOBRARA,EOG,6/1/2019,43.5191035,-105.605014,10578,10063.40756," 4,769 "
4900562023,PARKMAN,EOG,12/1/2018,43.635337,-105.5209375,7416,9571.423026, 512 
4900562072,SHANNON,PEAK POWDER RIVER RESOURCES LLC,11/1/2015,43.6123605,-105.743423,9834,4259.690205, 596 
4900562460,TURNER-FRONTIER,PEAK POWDER RIVER RESOURCES LLC,10/1/2016,43.640207,-105.8036065,11788,4184.709865," 1,311 "
4900562476,TURNER-FRONTIER,PEAK POWDER RIVER RESOURCES LLC,9/1/2020,43.6271965,-105.7913995,11742,4089.330093," 2,023 "
4900562479,SHANNON,PEAK POWDER RIVER RESOURCES LLC,4/1/2017,43.626948,-105.8036315,10218,4181.979798, 503 
4900562482,TURNER-FRONTIER,PEAK POWDER RIVER RESOURCES LLC,10/1/2016,43.6270255,-105.8036115,11846,4282.900536," 1,807 "
4900562566,TURNER-FRONTIER,EMEP II OPERATING LLC,10/1/2018,43.811484,-105.4040535,9158,9140.985771, 735 
4900928597,SHANNON,WRC ENERGY,11/1/2016,43.232743,-105.7062175,11046,7595.781403, 549 
4900928969,SUSSEX,CONTINENTAL RESOURCES,2/1/2018,42.944627,-105.33867,10037,6888.056194, 886 
4900928999,TURNER-FRONTIER,EOG,11/1/2017,43.4611315,-105.508908,10727,9229.371791," 6,428 "
4900929057,NIOBRARA,EOG,2/1/2018,43.4768645,-105.5502345,10829,9058.198913," 12,578 "
4900929069,TURNER-FRONTIER,EOG,8/1/2018,43.502871,-105.520903,10562,9766.273072," 7,830 "
4900929072,PARKMAN,EOG,11/1/2019,43.503072,-105.5107595,7546,9995.055886, 674 
4900929084,NIOBRARA,EOG,2/1/2018,43.4808275,-105.546247,10778,6267.409554," 4,497 "
4900929123,TEAPOT,DEVON,7/1/2017,43.060555,-105.048112,6468,6748.587112, 405 
4900929173,TURNER-FRONTIER,EOG,8/1/2018,43.477718,-105.5197795,10667,7115.898378," 6,911 "
4900929251,SHANNON,"SAGE BUTTE PRB OPERATING, LLC",1/1/2018,43.4018235,-105.966477,10749,9715.253705, 528 
4900929260,TURNER-FRONTIER,EOG,8/1/2018,43.4771255,-105.508822,10634,7722.200238," 6,700 "
4900929495,NIOBRARA,WRC ENERGY,6/1/2025,43.2794,-105.725936,12539,5114.822187," 2,296 "
4900929560,TURNER-FRONTIER,"SAGE BUTTE PRB OPERATING, LLC",5/1/2017,43.3448485,-105.9600625,13077,9486.126022," 1,492 "
4900929561,TURNER-FRONTIER,"SAGE BUTTE PRB OPERATING, LLC",12/1/2018,43.3455845,-105.8349255,12872,10052.11441," 7,236 "
4900929570,SHANNON,WRC ENERGY,7/1/2025,43.314682,-105.815988,11238,10187.3852," 2,107 "
4900929579,TURNER-FRONTIER,EOG,3/1/2018,43.4771715,-105.4484245,10328,8050.477024," 2,739 "
4900929618,SHANNON,"SAGE BUTTE PRB OPERATING, LLC",3/1/2018,43.4027355,-105.8737805,11069,9966.884224," 1,259 "
4900929632,TURNER-FRONTIER,"SAGE BUTTE PRB OPERATING, LLC",6/1/2018,43.344563,-105.952587,12763,9644.217583," 1,698 "
4900929633,SHANNON,"SAGE BUTTE PRB OPERATING, LLC",4/1/2018,43.3447265,-105.952503,10746,9664.800935, 509 
4900929635,TURNER-FRONTIER,IMPACT E&P LLC,11/1/2022,43.148378,-105.833153,12576,5725.220445," 2,160 "
4900929652,SHANNON,"SAGE BUTTE PRB OPERATING, LLC",6/1/2017,43.402788,-105.8522305,10887,9946.901714, 450 
4900929723,TURNER-FRONTIER,WRC ENERGY,10/1/2022,43.229856,-105.7242415,12804,10280.06537," 1,504 "
4900929763,PARKMAN,DEVON,12/1/2018,43.3046865,-105.425524,7837,9573.783304, 256 
4900929766,SHANNON,"SAGE BUTTE PRB OPERATING, LLC",1/1/2019,43.3623065,-105.8512075,11213,4955.852805, 592 
4900929768,NIOBRARA,"SAGE BUTTE PRB OPERATING, LLC",1/1/2019,43.357306,-105.8512535,12981,5667.727112," 6,185 "
4900929942,TURNER-FRONTIER,IMPACT E&P LLC,12/1/2018,43.14197,-105.7759825,13241,10268.96381," 1,068 "
4900930004,TURNER-FRONTIER,IMPACT E&P LLC,9/1/2019,43.2002555,-105.8034915,13064,9454.243692," 1,373 "
4900930006,TURNER-FRONTIER,IMPACT E&P LLC,9/1/2019,43.228645,-105.803568,13067,9727.693024," 1,822 "
4900563336,TURNER-FRONTIER,TITAN EXPLORATION,7/1/2017,43.5389105,-105.9898935,12512,4471.046763, 962 
4900563337,TURNER-FRONTIER,TITAN EXPLORATION,7/1/2017,43.538843,-105.992739,12516,4524.004766, 767 
4900931451,TURNER-FRONTIER,ANSCHUTZ CORP,6/1/2022,43.0584025,-105.4112425,11774,10376.41134," 1,675 "
4900931907,NIOBRARA,ANSCHUTZ CORP,5/1/2023,43.0387765,-105.451094,12098,7846.165741," 1,008 "
4900931908,NIOBRARA,ANSCHUTZ CORP,5/1/2023,43.03867,-105.44992,11705,7307.232237," 1,107 "
4900931915,TURNER-FRONTIER,ANSCHUTZ CORP,3/1/2022,43.0579915,-105.35107,11638,10471.0676, 977 
4900931916,NIOBRARA,ANSCHUTZ CORP,3/1/2022,43.0580415,-105.349952,11226,10406.27087, 836 
4900931920,SUSSEX,CONTINENTAL RESOURCES,10/1/2017,42.969828,-105.310514,9809,10385.23121, 723 
4900931921,TURNER-FRONTIER,CONTINENTAL RESOURCES,4/1/2019,42.970135,-105.3118395,11639,10154.28178," 2,195 "
4900931955,NIOBRARA,ANSCHUTZ CORP,3/1/2024,43.115961,-105.387485,11493,10527.30268, 779 
4900931957,NIOBRARA,ANSCHUTZ CORP,3/1/2024,43.115836,-105.3898785,11188,10405.43352, 803 
4900931969,TURNER-FRONTIER,ANSCHUTZ CORP,3/1/2020,43.1150515,-105.339197,18084,7680.769606, 924 
4900931971,NIOBRARA,ANSCHUTZ CORP,3/1/2022,43.058077,-105.3399175,11170,10612.57889, 990 
4900931972,TURNER-FRONTIER,ANSCHUTZ CORP,3/1/2022,43.058069,-105.340742,11417,10027.59265," 1,343 "
4900931974,NIOBRARA,ANSCHUTZ CORP,6/1/2021,43.116885,-105.31925,10713,9629.440407, 840 
4900563320,NIOBRARA,TRUE COMPANIES,12/1/2019,43.67574,-105.3884155,9303,6821.201137," 1,404 "
4900563321,NIOBRARA,TRUE COMPANIES,12/1/2019,43.6757035,-105.3856465,9300,6810.276367," 1,432 "
4900563409,NIOBRARA,TRUE COMPANIES,12/1/2019,43.67546,-105.3771825,9253,6973.036098," 1,171 "
4900931123,TURNER-FRONTIER,OCCIDENTAL,10/1/2023,43.0295735,-105.147758,10613,10345.76415," 1,371 "
4900931124,NIOBRARA,OCCIDENTAL,10/1/2023,43.0296135,-105.1440695,10258,10567.74281," 1,535 "
4900931922,TURNER-FRONTIER,CONTINENTAL RESOURCES,4/1/2019,42.9985775,-105.311677,11617,10170.92142," 1,449 "
4900932011,TURNER-FRONTIER,ANSCHUTZ CORP,10/1/2018,42.971321,-105.350905,11771,7694.346774," 1,930 "
4900932012,TURNER-FRONTIER,ANSCHUTZ CORP,10/1/2018,42.9688665,-105.3484185,11770,9752.248281," 2,130 "
4900932015,TURNER-FRONTIER,CONTINENTAL RESOURCES,4/1/2019,43.015272,-105.3439535,11609,9334.006515," 1,243 "
4900932068,PARKMAN,OCCIDENTAL,7/1/2020,43.069525,-105.27094,7871,7665.718114, 502 
4900932056,TURNER-FRONTIER,"SAGE BUTTE PRB OPERATING, LLC",5/1/2019,43.2562385,-105.843298,13008,9570.612406," 6,166 "
4900563470,TURNER-FRONTIER,EOG,7/1/2016,43.5837655,-105.5919405,10862,4016.801557," 2,995 "
4900563472,TURNER-FRONTIER,EOG,7/1/2016,43.5838115,-105.588363,10841,3561.040093," 3,041 "
4900931910,NIOBRARA,ANSCHUTZ CORP,4/1/2024,43.115215,-105.420458,11411,10161.30504, 821 
4900563519,NIOBRARA,EOG,1/1/2019,43.575613,-105.771294,11826,9447.117883," 4,544 "
4900563521,NIOBRARA,EOG,1/1/2019,43.575172,-105.7783595,11860,9570.398706," 3,031 "
4900563524,TURNER-FRONTIER,BALLARD PETROLEUM,9/1/2018,43.6280565,-105.547405,10451,4390.701519," 2,646 "
4900563520,NIOBRARA,EOG,1/1/2019,43.5753925,-105.7748885,11845,9312.068366," 3,992 "
4900563523,PARKMAN,BALLARD PETROLEUM,2/1/2017,43.628273,-105.5509215,7542,4101.422657," 1,285 "
4900563527,PARKMAN,BALLARD PETROLEUM,6/1/2017,43.61361,-105.5207185,7446,3972.230512," 1,241 "
4900563529,PARKMAN,BALLARD PETROLEUM,3/1/2018,43.6135865,-105.509558,7450,4333.987449," 1,104 "
4900563540,PARKMAN,BALLARD PETROLEUM,3/1/2017,43.6135355,-105.5068825,7452,4138.607, 799 
4902726962,NIOBRARA,M & K OPERATING LLC,3/1/2017,43.457427,-104.4383385,4905,5270.161197, 667 
4902726963,NIOBRARA,M & K OPERATING LLC,3/1/2017,43.440387,-104.438434,4908,5928.566317, 772 
4900932488,TURNER-FRONTIER,CONTINENTAL RESOURCES,12/1/2017,42.8989525,-105.1246145,10701,10249.34753," 6,198 "
4900563452,TURNER-FRONTIER,EMEP II OPERATING LLC,3/1/2017,43.7099875,-105.416928,9367,9434.448025," 1,637 "
4900563554,TURNER-FRONTIER,TRUE COMPANIES,3/1/2017,43.6852345,-105.587067,10344,4375.460005, 921 
4900932260,TURNER-FRONTIER,OCCIDENTAL,1/1/2020,43.0268345,-105.280938,12270,10651.98989," 1,232 "
4902726965,NIOBRARA,M & K OPERATING LLC,12/1/2016,43.415797,-104.4510655,4906,4676.369149, 715 
4900932849,PARKMAN,EOG,12/1/2016,43.4484895,-105.5435735,7820,9439.776149, 526 
4900932810,PARKMAN,EOG,8/1/2018,43.446176,-105.5569405,7817,9118.482637, 683 
4900932811,PARKMAN,EOG,8/1/2018,43.446836,-105.5534195,7816,9533.075348, 664 
4900932896,NIOBRARA,DEVON,5/1/2018,43.28978,-105.277428,11430,10146.40026, 817 
4900932997,NIOBRARA,ANSCHUTZ CORP,9/1/2023,43.0868265,-105.4119475,11406,10608.75691, 973 
4900932999,SUSSEX,ANSCHUTZ CORP,4/1/2024,43.087306,-105.409361,9735,10041.96969, 473 
4900933028,NIOBRARA,ANSCHUTZ CORP,2/1/2024,43.027585,-105.421006,11624,10305.20092," 1,002 "
4900933031,NIOBRARA,ANSCHUTZ CORP,9/1/2019,43.0266365,-105.4306315,11769,10080.40109, 980 
4900562979,TURNER-FRONTIER,PEAK POWDER RIVER RESOURCES LLC,9/1/2019,43.6849005,-105.7210735,11113,4267.793928, 464 
4900563525,TURNER-FRONTIER,LOIL OIL LLC,11/1/2017,43.6119775,-105.761622,11634,4312.03838," 2,921 "
4900563526,TURNER-FRONTIER,LOIL OIL LLC,11/1/2017,43.611577,-105.759091,11618,4477.169234," 2,674 "
4900932028,NIOBRARA,CONTINENTAL RESOURCES,2/1/2019,42.86925,-105.1049835,10656,10135.60501," 9,733 "
4900932030,NIOBRARA,CONTINENTAL RESOURCES,2/1/2019,42.869241,-105.1100015,10507,9854.606651," 8,881 "
4900932123,TURNER-FRONTIER,CONTINENTAL RESOURCES,6/1/2018,42.898265,-105.090189,10576,10510.80528," 6,486 "
4900932366,TURNER-FRONTIER,OCCIDENTAL,6/1/2025,43.012284,-105.2278495,11020,10550.32887," 1,578 "
4900932533,NIOBRARA,OCCIDENTAL,8/1/2022,42.896148,-105.0273975,10042,13138.40161," 1,782 "
4900932534,NIOBRARA,OCCIDENTAL,8/1/2022,42.866525,-105.022806,9992,8041.210078," 1,822 "
4900932548,TURNER-FRONTIER,OCCIDENTAL,8/1/2022,42.8961615,-105.0266265,10275,12110.90683," 5,768 "
4900932549,TURNER-FRONTIER,OCCIDENTAL,8/1/2022,42.8665485,-105.023594,10261,7893.464504," 5,727 "
4900932812,NIOBRARA,EOG,1/1/2017,43.4238425,-105.5639675,11996,4302.479433," 3,647 "
4900932856,TURNER-FRONTIER,CONTINENTAL RESOURCES,2/1/2019,42.9400285,-105.262822,11175,10295.09911," 3,426 "
4900932858,TURNER-FRONTIER,CONTINENTAL RESOURCES,2/1/2019,42.9385775,-105.272336,11192,9575.710437," 4,285 "
4900932903,NIOBRARA,OCCIDENTAL,9/1/2017,42.796844,-105.0013435,10265,9478.817389," 1,409 "
4902726966,NIOBRARA,M & K OPERATING LLC,9/1/2018,43.447322,-104.411992,4561,6638.407232," 1,382 "
4900562887,TURNER-FRONTIER,VERMILION,2/1/2017,43.8180745,-105.343294,8631,4219.815686, 931 
4900563562,TURNER-FRONTIER,EOG,3/1/2018,43.569561,-105.581013,10894,4149.988915," 3,664 "
4900563563,TURNER-FRONTIER,EOG,3/1/2018,43.5695725,-105.577803,10826,4217.255546," 3,482 "
4900563564,PARKMAN,EOG,3/1/2018,43.569406,-105.5660685,7706,3956.135365, 200 
4900933159,TURNER-FRONTIER,EOG,8/1/2017,43.420467,-105.4195915,10419,8800.265857," 2,057 "
4900933184,TURNER-FRONTIER,EOG,8/1/2017,43.4408595,-105.423038,10354,4994.85569," 2,143 "
4900933185,TURNER-FRONTIER,EOG,8/1/2017,43.424021,-105.4234025,10439,6087.427272," 1,773 "
4900933212,TURNER-FRONTIER,ANSCHUTZ CORP,4/1/2020,42.997874,-105.389451,11813,9452.154715," 1,227 "
4900933348,TURNER-FRONTIER,ANSCHUTZ CORP,12/1/2018,42.970554,-105.380589,11816,10386.56952," 1,522 "
4900933445,TURNER-FRONTIER,ANSCHUTZ CORP,3/1/2020,42.996689,-105.4032435,12040,8485.043146," 1,414 "
4900933459,TURNER-FRONTIER,ANSCHUTZ CORP,3/1/2020,42.9997035,-105.4218405,12030,8926.563486," 1,055 "
4900933465,NIOBRARA,ANSCHUTZ CORP,3/1/2024,42.9988675,-105.423373,11634,10037.12066, 908 
4900933545,TURNER-FRONTIER,ANSCHUTZ CORP,1/1/2020,43.0272845,-105.4319795,12170,10369.82148," 1,441 "
4900933547,TEAPOT,DEVON,12/1/2018,43.17584,-105.128087,6641,10815.39481, 674 
4900933548,TEAPOT,DEVON,10/1/2019,43.075662,-105.073948,6515,9786.808624, 772 
4900933550,TEAPOT,DEVON,2/1/2019,43.2014115,-105.14973,6630,9229.62372, 474 
4900933553,TEAPOT,DEVON,6/1/2019,43.0893505,-105.0478205,6394,9349.801596, 727 
4900933556,TEAPOT,DEVON,6/1/2019,43.1038375,-105.05995,6351,8548.80699, 868 
4900933560,NIOBRARA,ANSCHUTZ CORP,2/1/2024,42.998616,-105.412318,11651,10447.66575," 1,147 "
4901930388,SHANNON,CENERGY RESOURCES LLC,2/1/2019,43.9204365,-106.192952,9622,9212.398748, 303 
4900933885,TURNER-FRONTIER,OCCIDENTAL,3/1/2019,42.9484,-105.080147,11277,7361.489203," 3,067 "
4900563684,NIOBRARA,WRC ENERGY,4/1/2017,43.589846,-105.829564,12081,9312.053345," 1,743 "
4900563585,TURNER-FRONTIER,EOG,4/1/2018,43.722916,-105.7405825,10896,9862.321021, 449 
4902726968,NIOBRARA,M & K OPERATING LLC,4/1/2017,43.444567,-104.4464545,4956,4581.463646, 584 
4900933658,TURNER-FRONTIER,EOG,8/1/2017,43.4189245,-105.39661,10354,7489.507885," 2,460 "
4900933883,TURNER-FRONTIER,EOG,5/1/2017,43.392217,-105.5700775,12821,7168.960088," 5,807 "
4900933884,TURNER-FRONTIER,EOG,5/1/2017,43.392357,-105.5748815,11448,6269.956329," 5,741 "
4902726971,NIOBRARA,SANDRIDGE,11/1/2017,43.447447,-104.502707,4911,7238.19209, 847 
4900933672,TURNER-FRONTIER,DEVON,10/1/2017,43.303974,-105.466248,11372,9498.597538," 1,328 "
4900933674,TURNER-FRONTIER,DEVON,12/1/2017,43.3323145,-105.477049,11356,10255.79073," 1,307 "
4900932863,TURNER-FRONTIER,"SAGE BUTTE PRB OPERATING, LLC",12/1/2017,43.2617565,-105.9589775,12633,9807.464409," 1,345 "
4900933696,PARKMAN,DEVON,1/1/2018,43.1590305,-105.4033015,8308,10045.42997, 292 
4900934353,PARKMAN,DEVON,9/1/2019,43.147077,-105.3922485,12576,10653.4571, 377 
4900930182,TURNER-FRONTIER,"SAGE BUTTE PRB OPERATING, LLC",8/1/2018,43.344357,-105.926452,12866,9816.745052," 5,531 "
4900933675,TURNER-FRONTIER,DEVON,11/1/2017,43.3035475,-105.476649,11441,9408.641116," 1,268 "
4900933676,TURNER-FRONTIER,DEVON,11/1/2017,43.3039675,-105.4741525,11435,8752.477083," 1,191 "
4900933978,SUSSEX,CONTINENTAL RESOURCES,7/1/2018,42.923187,-105.2859345,9800,7457.295803," 1,087 "
4900934074,TURNER-FRONTIER,ANSCHUTZ CORP,5/1/2022,43.0577365,-105.4008845,11817,10469.88426," 1,002 "
4900934076,NIOBRARA,ANSCHUTZ CORP,6/1/2022,43.0584115,-105.412849,11392,10419.03426, 914 
4900934079,NIOBRARA,ANSCHUTZ CORP,5/1/2022,43.0576215,-105.402103,11442,10330.06285, 861 
4900934081,NIOBRARA,ANSCHUTZ CORP,5/1/2022,43.057783,-105.3995395,11417,10436.31972, 859 
4900934137,TURNER-FRONTIER,CONTINENTAL RESOURCES,2/1/2018,42.9699105,-105.471742,12459,9985.240703," 1,377 "
4900934160,NIOBRARA,ANSCHUTZ CORP,3/1/2022,43.058117,-105.3422905,11186,10467.67421, 992 
4900934162,NIOBRARA,ANSCHUTZ CORP,3/1/2022,43.058041,-105.352271,11279,10484.22495, 809 
4900563752,NIOBRARA,ANSCHUTZ CORP,3/1/2023,43.6658565,-105.4460355,9474,10270.92619," 1,971 "
4900563758,NIOBRARA,ANSCHUTZ CORP,2/1/2023,43.665975,-105.458115,9534,10207.65701," 1,876 "
4900563759,NIOBRARA,ANSCHUTZ CORP,11/1/2023,43.690741,-105.4594745,9558,7396.969319," 1,543 "
4900934056,TURNER-FRONTIER,EOG,9/1/2017,43.342023,-105.570684,13027,7974.643854," 3,282 "
4900934058,TURNER-FRONTIER,EOG,9/1/2017,43.341929,-105.5761425,12182,6377.122783," 3,497 "
4900934179,NIOBRARA,ANSCHUTZ CORP,11/1/2022,43.1156485,-105.3613365,11046,10448.25452, 747 
4900934180,NIOBRARA,ANSCHUTZ CORP,11/1/2022,43.11548,-105.363865,11046,10369.9576, 687 
4900934191,NIOBRARA,ANSCHUTZ CORP,8/1/2022,43.057925,-105.43224,11552,10715.68857," 1,034 "
